Forward Scatter Signal,Forward Scatter Pulse Width Signal,Side Scatter Signal,Side Fluorescence Signal,,,,,,,,,,,,,,,,,,,,,,Forward Scatter Signal,Forward Scatter Pulse Width Signal,Side Scatter Signal,Side Fluorescence Signal
48,16,196,12,,,,,,,,,,,,,,,,,,,,,,48,16,196,12
300,84,564,184,,,,,,,,,,,,,,,,,,,,,,300,84,564,184
276,84,596,208,,,,,,,,,,,,,,,,,,,,,,276,84,596,208
300,80,604,184,,,,,,,,,,,,,,,,,,,,,,300,80,604,184
56,20,200,20,,,,,,,,,,,,,,,,,,,,,,56,20,200,20
304,76,528,160,,,,,,,,,,,,,,,,,,,,,,304,76,528,160
304,80,620,208,,,,,,,,,,,,,,,,,,,,,,304,80,620,208
56,20,200,20,,,,,,,,,,,,,,,,,,,,,,56,20,200,20
260,72,528,172,,,,,,,,,,,,,,,,,,,,,,260,72,528,172
336,84,604,220,,,,,,,,,,,,,,,,,,,,,,336,84,604,220
260,76,592,156,,,,,,,,,,,,,,,,,,,,,,260,76,592,156
272,80,584,168,,,,,,,,,,,,,,,,,,,,,,272,80,584,168
280,76,564,176,,,,,,,,,,,,,,,,,,,,,,280,76,564,176
176,64,188,228,,,,,,,,,,,,,,,,,,,,,,176,64,188,228
112,48,388,0,,,,,,,,,,,,,,,,,,,,,,112,48,388,0
292,80,532,184,,,,,,,,,,,,,,,,,,,,,,292,80,532,184
268,76,568,180,,,,,,,,,,,,,,,,,,,,,,268,76,568,180
372,84,652,208,,,,,,,,,,,,,,,,,,,,,,372,84,652,208
48,16,176,8,,,,,,,,,,,,,,,,,,,,,,48,16,176,8
236,76,540,184,,,,,,,,,,,,,,,,,,,,,,236,76,540,184
292,72,540,176,,,,,,,,,,,,,,,,,,,,,,292,72,540,176
236,72,572,136,,,,,,,,,,,,,,,,,,,,,,236,72,572,136
316,84,600,172,,,,,,,,,,,,,,,,,,,,,,316,84,600,172
192,64,264,216,,,,,,,,,,,,,,,,,,,,,,192,64,264,216
372,84,608,192,,,,,,,,,,,,,,,,,,,,,,372,84,608,192
380,88,632,244,,,,,,,,,,,,,,,,,,,,,,380,88,632,244
316,80,540,212,,,,,,,,,,,,,,,,,,,,,,316,80,540,212
312,76,536,148,,,,,,,,,,,,,,,,,,,,,,312,76,536,148
148,56,300,336,,,,,,,,,,,,,,,,,,,,,,148,56,300,336
360,88,624,232,,,,,,,,,,,,,,,,,,,,,,360,88,624,232
452,88,580,216,,,,,,,,,,,,,,,,,,,,,,452,88,580,216
148,64,448,272,,,,,,,,,,,,,,,,,,,,,,148,64,448,272
280,84,564,152,,,,,,,,,,,,,,,,,,,,,,280,84,564,152
60,24,200,16,,,,,,,,,,,,,,,,,,,,,,60,24,200,16
44,16,156,16,,,,,,,,,,,,,,,,,,,,,,44,16,156,16
180,60,268,260,,,,,,,,,,,,,,,,,,,,,,180,60,268,260
384,84,612,188,,,,,,,,,,,,,,,,,,,,,,384,84,612,188
56,24,208,28,,,,,,,,,,,,,,,,,,,,,,56,24,208,28
60,24,188,28,,,,,,,,,,,,,,,,,,,,,,60,24,188,28
452,84,572,196,,,,,,,,,,,,,,,,,,,,,,452,84,572,196
48,16,208,32,,,,,,,,,,,,,,,,,,,,,,48,16,208,32
348,80,608,208,,,,,,,,,,,,,,,,,,,,,,348,80,608,208
264,76,520,172,,,,,,,,,,,,,,,,,,,,,,264,76,520,172
304,80,624,168,,,,,,,,,,,,,,,,,,,,,,304,80,624,168
384,80,560,208,,,,,,,,,,,,,,,,,,,,,,384,80,560,208
52,20,140,8,,,,,,,,,,,,,,,,,,,,,,52,20,140,8
48,16,168,20,,,,,,,,,,,,,,,,,,,,,,48,16,168,20
252,68,536,156,,,,,,,,,,,,,,,,,,,,,,252,68,536,156
356,80,528,196,,,,,,,,,,,,,,,,,,,,,,356,80,528,196
156,60,284,256,,,,,,,,,,,,,,,,,,,,,,156,60,284,256
260,88,636,196,,,,,,,,,,,,,,,,,,,,,,260,88,636,196
172,88,428,340,,,,,,,,,,,,,,,,,,,,,,172,88,428,340
352,84,592,212,,,,,,,,,,,,,,,,,,,,,,352,84,592,212
260,76,584,196,,,,,,,,,,,,,,,,,,,,,,260,76,584,196
292,80,612,228,,,,,,,,,,,,,,,,,,,,,,292,80,612,228
68,28,248,20,,,,,,,,,,,,,,,,,,,,,,68,28,248,20
256,72,568,164,,,,,,,,,,,,,,,,,,,,,,256,72,568,164
332,80,588,212,,,,,,,,,,,,,,,,,,,,,,332,80,588,212
344,80,572,176,,,,,,,,,,,,,,,,,,,,,,344,80,572,176
44,12,172,12,,,,,,,,,,,,,,,,,,,,,,44,12,172,12
280,76,556,192,,,,,,,,,,,,,,,,,,,,,,280,76,556,192
352,88,656,220,,,,,,,,,,,,,,,,,,,,,,352,88,656,220
84,40,204,24,,,,,,,,,,,,,,,,,,,,,,84,40,204,24
44,12,188,16,,,,,,,,,,,,,,,,,,,,,,44,12,188,16
56,20,200,12,,,,,,,,,,,,,,,,,,,,,,56,20,200,12
284,76,576,132,,,,,,,,,,,,,,,,,,,,,,284,76,576,132
176,68,484,480,,,,,,,,,,,,,,,,,,,,,,176,68,484,480
68,32,244,32,,,,,,,,,,,,,,,,,,,,,,68,32,244,32
332,84,592,188,,,,,,,,,,,,,,,,,,,,,,332,84,592,188
44,8,140,24,,,,,,,,,,,,,,,,,,,,,,44,8,140,24
320,76,620,204,,,,,,,,,,,,,,,,,,,,,,320,76,620,204
68,32,208,28,,,,,,,,,,,,,,,,,,,,,,68,32,208,28
336,84,600,188,,,,,,,,,,,,,,,,,,,,,,336,84,600,188
400,84,620,208,,,,,,,,,,,,,,,,,,,,,,400,84,620,208
48,16,180,28,,,,,,,,,,,,,,,,,,,,,,48,16,180,28
208,72,408,380,,,,,,,,,,,,,,,,,,,,,,208,72,408,380
352,88,644,228,,,,,,,,,,,,,,,,,,,,,,352,88,644,228
64,28,204,28,,,,,,,,,,,,,,,,,,,,,,64,28,204,28
164,68,480,532,,,,,,,,,,,,,,,,,,,,,,164,68,480,532
336,80,576,188,,,,,,,,,,,,,,,,,,,,,,336,80,576,188
268,76,548,180,,,,,,,,,,,,,,,,,,,,,,268,76,548,180
280,76,548,168,,,,,,,,,,,,,,,,,,,,,,280,76,548,168
160,60,256,220,,,,,,,,,,,,,,,,,,,,,,160,60,256,220
272,72,564,156,,,,,,,,,,,,,,,,,,,,,,272,72,564,156
360,84,600,184,,,,,,,,,,,,,,,,,,,,,,360,84,600,184
288,72,552,196,,,,,,,,,,,,,,,,,,,,,,288,72,552,196
328,88,604,192,,,,,,,,,,,,,,,,,,,,,,328,88,604,192
180,64,276,220,,,,,,,,,,,,,,,,,,,,,,180,64,276,220
344,80,612,180,,,,,,,,,,,,,,,,,,,,,,344,80,612,180
240,80,580,136,,,,,,,,,,,,,,,,,,,,,,240,80,580,136
48,16,164,12,,,,,,,,,,,,,,,,,,,,,,48,16,164,12
52,20,216,8,,,,,,,,,,,,,,,,,,,,,,52,20,216,8
280,84,624,220,,,,,,,,,,,,,,,,,,,,,,280,84,624,220
216,68,316,252,,,,,,,,,,,,,,,,,,,,,,216,68,316,252
180,64,296,276,,,,,,,,,,,,,,,,,,,,,,180,64,296,276
300,80,548,164,,,,,,,,,,,,,,,,,,,,,,300,80,548,164
156,60,260,208,,,,,,,,,,,,,,,,,,,,,,156,60,260,208
312,80,552,236,,,,,,,,,,,,,,,,,,,,,,312,80,552,236
52,16,172,12,,,,,,,,,,,,,,,,,,,,,,52,16,172,12
80,36,296,36,,,,,,,,,,,,,,,,,,,,,,80,36,296,36
328,80,560,184,,,,,,,,,,,,,,,,,,,,,,328,80,560,184
256,80,552,180,,,,,,,,,,,,,,,,,,,,,,256,80,552,180
300,80,612,228,,,,,,,,,,,,,,,,,,,,,,300,80,612,228
100,44,248,28,,,,,,,,,,,,,,,,,,,,,,100,44,248,28
164,60,316,340,,,,,,,,,,,,,,,,,,,,,,164,60,316,340
52,20,176,12,,,,,,,,,,,,,,,,,,,,,,52,20,176,12
176,64,288,348,,,,,,,,,,,,,,,,,,,,,,176,64,288,348
188,68,444,444,,,,,,,,,,,,,,,,,,,,,,188,68,444,444
48,16,128,16,,,,,,,,,,,,,,,,,,,,,,48,16,128,16
184,64,324,384,,,,,,,,,,,,,,,,,,,,,,184,64,324,384
216,68,444,468,,,,,,,,,,,,,,,,,,,,,,216,68,444,468
120,52,260,44,,,,,,,,,,,,,,,,,,,,,,120,52,260,44
92,40,180,40,,,,,,,,,,,,,,,,,,,,,,92,40,180,40
60,24,204,16,,,,,,,,,,,,,,,,,,,,,,60,24,204,16
60,28,208,24,,,,,,,,,,,,,,,,,,,,,,60,28,208,24
44,12,204,16,,,,,,,,,,,,,,,,,,,,,,44,12,204,16
196,72,464,332,,,,,,,,,,,,,,,,,,,,,,196,72,464,332
48,20,116,12,,,,,,,,,,,,,,,,,,,,,,48,20,116,12
400,80,652,212,,,,,,,,,,,,,,,,,,,,,,400,80,652,212
280,72,520,164,,,,,,,,,,,,,,,,,,,,,,280,72,520,164
48,16,184,12,,,,,,,,,,,,,,,,,,,,,,48,16,184,12
264,72,552,164,,,,,,,,,,,,,,,,,,,,,,264,72,552,164
312,80,540,176,,,,,,,,,,,,,,,,,,,,,,312,80,540,176
288,76,572,144,,,,,,,,,,,,,,,,,,,,,,288,76,572,144
156,56,276,64,,,,,,,,,,,,,,,,,,,,,,156,56,276,64
288,80,596,168,,,,,,,,,,,,,,,,,,,,,,288,80,596,168
340,76,600,196,,,,,,,,,,,,,,,,,,,,,,340,76,600,196
180,68,492,436,,,,,,,,,,,,,,,,,,,,,,180,68,492,436
84,36,252,20,,,,,,,,,,,,,,,,,,,,,,84,36,252,20
44,12,272,12,,,,,,,,,,,,,,,,,,,,,,44,12,272,12
72,32,232,20,,,,,,,,,,,,,,,,,,,,,,72,32,232,20
228,68,316,364,,,,,,,,,,,,,,,,,,,,,,228,68,316,364
44,12,132,28,,,,,,,,,,,,,,,,,,,,,,44,12,132,28
236,76,580,184,,,,,,,,,,,,,,,,,,,,,,236,76,580,184
344,84,672,216,,,,,,,,,,,,,,,,,,,,,,344,84,672,216
336,88,592,212,,,,,,,,,,,,,,,,,,,,,,336,88,592,212
68,32,152,16,,,,,,,,,,,,,,,,,,,,,,68,32,152,16
80,36,176,36,,,,,,,,,,,,,,,,,,,,,,80,36,176,36
316,76,600,220,,,,,,,,,,,,,,,,,,,,,,316,76,600,220
288,76,568,180,,,,,,,,,,,,,,,,,,,,,,288,76,568,180
264,72,556,164,,,,,,,,,,,,,,,,,,,,,,264,72,556,164
360,84,564,196,,,,,,,,,,,,,,,,,,,,,,360,84,564,196
308,80,576,176,,,,,,,,,,,,,,,,,,,,,,308,80,576,176
132,52,256,28,,,,,,,,,,,,,,,,,,,,,,132,52,256,28
60,28,208,16,,,,,,,,,,,,,,,,,,,,,,60,28,208,16
272,80,532,152,,,,,,,,,,,,,,,,,,,,,,272,80,532,152
288,84,528,148,,,,,,,,,,,,,,,,,,,,,,288,84,528,148
300,80,584,196,,,,,,,,,,,,,,,,,,,,,,300,80,584,196
284,76,560,132,,,,,,,,,,,,,,,,,,,,,,284,76,560,132
64,28,212,28,,,,,,,,,,,,,,,,,,,,,,64,28,212,28
344,92,604,168,,,,,,,,,,,,,,,,,,,,,,344,92,604,168
220,68,260,292,,,,,,,,,,,,,,,,,,,,,,220,68,260,292
308,80,576,168,,,,,,,,,,,,,,,,,,,,,,308,80,576,168
48,16,216,24,,,,,,,,,,,,,,,,,,,,,,48,16,216,24
280,72,604,144,,,,,,,,,,,,,,,,,,,,,,280,72,604,144
116,48,224,24,,,,,,,,,,,,,,,,,,,,,,116,48,224,24
268,80,580,200,,,,,,,,,,,,,,,,,,,,,,268,80,580,200
64,28,188,16,,,,,,,,,,,,,,,,,,,,,,64,28,188,16
52,20,224,16,,,,,,,,,,,,,,,,,,,,,,52,20,224,16
300,80,564,184,,,,,,,,,,,,,,,,,,,,,,300,80,564,184
332,80,580,200,,,,,,,,,,,,,,,,,,,,,,332,80,580,200
276,76,608,188,,,,,,,,,,,,,,,,,,,,,,276,76,608,188
244,72,564,164,,,,,,,,,,,,,,,,,,,,,,244,72,564,164
112,44,228,28,,,,,,,,,,,,,,,,,,,,,,112,44,228,28
48,16,204,20,,,,,,,,,,,,,,,,,,,,,,48,16,204,20
96,40,268,40,,,,,,,,,,,,,,,,,,,,,,96,40,268,40
328,80,568,180,,,,,,,,,,,,,,,,,,,,,,328,80,568,180
296,76,532,176,,,,,,,,,,,,,,,,,,,,,,296,76,532,176
320,84,624,192,,,,,,,,,,,,,,,,,,,,,,320,84,624,192
352,84,640,228,,,,,,,,,,,,,,,,,,,,,,352,84,640,228
416,84,628,232,,,,,,,,,,,,,,,,,,,,,,416,84,628,232
252,72,612,160,,,,,,,,,,,,,,,,,,,,,,252,72,612,160
180,60,272,264,,,,,,,,,,,,,,,,,,,,,,180,60,272,264
316,76,548,212,,,,,,,,,,,,,,,,,,,,,,316,76,548,212
380,80,576,208,,,,,,,,,,,,,,,,,,,,,,380,80,576,208
212,68,248,232,,,,,,,,,,,,,,,,,,,,,,212,68,248,232
360,80,580,212,,,,,,,,,,,,,,,,,,,,,,360,80,580,212
336,84,632,212,,,,,,,,,,,,,,,,,,,,,,336,84,632,212
360,84,652,216,,,,,,,,,,,,,,,,,,,,,,360,84,652,216
360,80,580,184,,,,,,,,,,,,,,,,,,,,,,360,80,580,184
288,72,548,196,,,,,,,,,,,,,,,,,,,,,,288,72,548,196
368,80,608,204,,,,,,,,,,,,,,,,,,,,,,368,80,608,204
188,64,388,444,,,,,,,,,,,,,,,,,,,,,,188,64,388,444
152,60,268,256,,,,,,,,,,,,,,,,,,,,,,152,60,268,256
48,12,180,20,,,,,,,,,,,,,,,,,,,,,,48,12,180,20
64,28,280,20,,,,,,,,,,,,,,,,,,,,,,64,28,280,20
276,76,580,232,,,,,,,,,,,,,,,,,,,,,,276,76,580,232
60,24,172,28,,,,,,,,,,,,,,,,,,,,,,60,24,172,28
140,68,324,296,,,,,,,,,,,,,,,,,,,,,,140,68,324,296
264,80,608,184,,,,,,,,,,,,,,,,,,,,,,264,80,608,184
316,76,556,184,,,,,,,,,,,,,,,,,,,,,,316,76,556,184
368,84,640,256,,,,,,,,,,,,,,,,,,,,,,368,84,640,256
44,8,144,24,,,,,,,,,,,,,,,,,,,,,,44,8,144,24
44,8,184,16,,,,,,,,,,,,,,,,,,,,,,44,8,184,16
344,84,572,176,,,,,,,,,,,,,,,,,,,,,,344,84,572,176
280,80,540,156,,,,,,,,,,,,,,,,,,,,,,280,80,540,156
52,20,284,20,,,,,,,,,,,,,,,,,,,,,,52,20,284,20
304,80,500,172,,,,,,,,,,,,,,,,,,,,,,304,80,500,172
372,84,664,232,,,,,,,,,,,,,,,,,,,,,,372,84,664,232
52,20,204,20,,,,,,,,,,,,,,,,,,,,,,52,20,204,20
284,80,592,212,,,,,,,,,,,,,,,,,,,,,,284,80,592,212
52,20,204,24,,,,,,,,,,,,,,,,,,,,,,52,20,204,24
320,80,588,192,,,,,,,,,,,,,,,,,,,,,,320,80,588,192
44,8,188,16,,,,,,,,,,,,,,,,,,,,,,44,8,188,16
68,28,192,24,,,,,,,,,,,,,,,,,,,,,,68,28,192,24
308,76,536,172,,,,,,,,,,,,,,,,,,,,,,308,76,536,172
184,60,260,316,,,,,,,,,,,,,,,,,,,,,,184,60,260,316
68,32,132,20,,,,,,,,,,,,,,,,,,,,,,68,32,132,20
372,88,624,196,,,,,,,,,,,,,,,,,,,,,,372,88,624,196
288,72,568,176,,,,,,,,,,,,,,,,,,,,,,288,72,568,176
316,80,564,180,,,,,,,,,,,,,,,,,,,,,,316,80,564,180
372,84,564,172,,,,,,,,,,,,,,,,,,,,,,372,84,564,172
52,20,164,20,,,,,,,,,,,,,,,,,,,,,,52,20,164,20
296,76,544,176,,,,,,,,,,,,,,,,,,,,,,296,76,544,176
172,60,284,260,,,,,,,,,,,,,,,,,,,,,,172,60,284,260
208,76,556,144,,,,,,,,,,,,,,,,,,,,,,208,76,556,144
340,84,608,208,,,,,,,,,,,,,,,,,,,,,,340,84,608,208
356,84,620,208,,,,,,,,,,,,,,,,,,,,,,356,84,620,208
96,44,300,48,,,,,,,,,,,,,,,,,,,,,,96,44,300,48
324,84,576,172,,,,,,,,,,,,,,,,,,,,,,324,84,576,172
404,88,544,220,,,,,,,,,,,,,,,,,,,,,,404,88,544,220
340,80,580,172,,,,,,,,,,,,,,,,,,,,,,340,80,580,172
288,80,516,176,,,,,,,,,,,,,,,,,,,,,,288,80,516,176
392,84,588,184,,,,,,,,,,,,,,,,,,,,,,392,84,588,184
192,64,288,228,,,,,,,,,,,,,,,,,,,,,,192,64,288,228
208,72,600,180,,,,,,,,,,,,,,,,,,,,,,208,72,600,180
52,20,236,24,,,,,,,,,,,,,,,,,,,,,,52,20,236,24
60,28,180,12,,,,,,,,,,,,,,,,,,,,,,60,28,180,12
284,76,540,124,,,,,,,,,,,,,,,,,,,,,,284,76,540,124
52,20,240,36,,,,,,,,,,,,,,,,,,,,,,52,20,240,36
348,80,556,184,,,,,,,,,,,,,,,,,,,,,,348,80,556,184
288,76,548,168,,,,,,,,,,,,,,,,,,,,,,288,76,548,168
344,80,612,184,,,,,,,,,,,,,,,,,,,,,,344,80,612,184
332,80,628,232,,,,,,,,,,,,,,,,,,,,,,332,80,628,232
76,32,212,20,,,,,,,,,,,,,,,,,,,,,,76,32,212,20
344,80,572,180,,,,,,,,,,,,,,,,,,,,,,344,80,572,180
76,36,200,24,,,,,,,,,,,,,,,,,,,,,,76,36,200,24
312,80,600,188,,,,,,,,,,,,,,,,,,,,,,312,80,600,188
332,84,608,212,,,,,,,,,,,,,,,,,,,,,,332,84,608,212
356,80,552,200,,,,,,,,,,,,,,,,,,,,,,356,80,552,200
112,44,232,64,,,,,,,,,,,,,,,,,,,,,,112,44,232,64
240,76,440,580,,,,,,,,,,,,,,,,,,,,,,240,76,440,580
156,68,508,276,,,,,,,,,,,,,,,,,,,,,,156,68,508,276
312,80,732,128,,,,,,,,,,,,,,,,,,,,,,312,80,732,128
352,88,572,192,,,,,,,,,,,,,,,,,,,,,,352,88,572,192
292,84,624,188,,,,,,,,,,,,,,,,,,,,,,292,84,624,188
192,64,312,44,,,,,,,,,,,,,,,,,,,,,,192,64,312,44
48,16,180,12,,,,,,,,,,,,,,,,,,,,,,48,16,180,12
76,32,216,20,,,,,,,,,,,,,,,,,,,,,,76,32,216,20
228,72,508,212,,,,,,,,,,,,,,,,,,,,,,228,72,508,212
348,80,596,224,,,,,,,,,,,,,,,,,,,,,,348,80,596,224
300,80,576,216,,,,,,,,,,,,,,,,,,,,,,300,80,576,216
300,80,528,200,,,,,,,,,,,,,,,,,,,,,,300,80,528,200
556,100,752,420,,,,,,,,,,,,,,,,,,,,,,556,100,752,420
352,88,636,240,,,,,,,,,,,,,,,,,,,,,,352,88,636,240
304,84,620,192,,,,,,,,,,,,,,,,,,,,,,304,84,620,192
92,40,240,28,,,,,,,,,,,,,,,,,,,,,,92,40,240,28
68,28,232,16,,,,,,,,,,,,,,,,,,,,,,68,28,232,16
332,80,592,212,,,,,,,,,,,,,,,,,,,,,,332,80,592,212
276,76,552,168,,,,,,,,,,,,,,,,,,,,,,276,76,552,168
332,84,604,200,,,,,,,,,,,,,,,,,,,,,,332,84,604,200
184,68,288,56,,,,,,,,,,,,,,,,,,,,,,184,68,288,56
284,76,564,216,,,,,,,,,,,,,,,,,,,,,,284,76,564,216
52,24,200,16,,,,,,,,,,,,,,,,,,,,,,52,24,200,16
48,16,148,20,,,,,,,,,,,,,,,,,,,,,,48,16,148,20
184,64,260,336,,,,,,,,,,,,,,,,,,,,,,184,64,260,336
80,36,272,28,,,,,,,,,,,,,,,,,,,,,,80,36,272,28
44,12,172,28,,,,,,,,,,,,,,,,,,,,,,44,12,172,28
360,88,572,180,,,,,,,,,,,,,,,,,,,,,,360,88,572,180
272,72,544,176,,,,,,,,,,,,,,,,,,,,,,272,72,544,176
168,64,460,280,,,,,,,,,,,,,,,,,,,,,,168,64,460,280
68,28,232,20,,,,,,,,,,,,,,,,,,,,,,68,28,232,20
180,68,444,376,,,,,,,,,,,,,,,,,,,,,,180,68,444,376
328,84,588,188,,,,,,,,,,,,,,,,,,,,,,328,84,588,188
56,24,188,24,,,,,,,,,,,,,,,,,,,,,,56,24,188,24
48,12,160,8,,,,,,,,,,,,,,,,,,,,,,48,12,160,8
276,76,528,144,,,,,,,,,,,,,,,,,,,,,,276,76,528,144
316,80,588,240,,,,,,,,,,,,,,,,,,,,,,316,80,588,240
360,84,588,196,,,,,,,,,,,,,,,,,,,,,,360,84,588,196
200,76,540,132,,,,,,,,,,,,,,,,,,,,,,200,76,540,132
216,68,452,448,,,,,,,,,,,,,,,,,,,,,,216,68,452,448
272,72,576,228,,,,,,,,,,,,,,,,,,,,,,272,72,576,228
248,76,540,180,,,,,,,,,,,,,,,,,,,,,,248,76,540,180
328,80,560,184,,,,,,,,,,,,,,,,,,,,,,328,80,560,184
372,88,612,220,,,,,,,,,,,,,,,,,,,,,,372,88,612,220
344,80,600,212,,,,,,,,,,,,,,,,,,,,,,344,80,600,212
264,76,608,152,,,,,,,,,,,,,,,,,,,,,,264,76,608,152
224,68,260,228,,,,,,,,,,,,,,,,,,,,,,224,68,260,228
364,88,612,276,,,,,,,,,,,,,,,,,,,,,,364,88,612,276
408,84,588,208,,,,,,,,,,,,,,,,,,,,,,408,84,588,208
296,76,572,152,,,,,,,,,,,,,,,,,,,,,,296,76,572,152
260,76,536,156,,,,,,,,,,,,,,,,,,,,,,260,76,536,156
360,84,608,204,,,,,,,,,,,,,,,,,,,,,,360,84,608,204
204,68,248,300,,,,,,,,,,,,,,,,,,,,,,204,68,248,300
276,72,536,160,,,,,,,,,,,,,,,,,,,,,,276,72,536,160
44,12,192,12,,,,,,,,,,,,,,,,,,,,,,44,12,192,12
44,8,172,20,,,,,,,,,,,,,,,,,,,,,,44,8,172,20
280,80,600,208,,,,,,,,,,,,,,,,,,,,,,280,80,600,208
228,72,456,440,,,,,,,,,,,,,,,,,,,,,,228,72,456,440
188,72,440,220,,,,,,,,,,,,,,,,,,,,,,188,72,440,220
316,80,572,192,,,,,,,,,,,,,,,,,,,,,,316,80,572,192
220,64,256,260,,,,,,,,,,,,,,,,,,,,,,220,64,256,260
300,88,580,160,,,,,,,,,,,,,,,,,,,,,,300,88,580,160
284,76,560,192,,,,,,,,,,,,,,,,,,,,,,284,76,560,192
176,60,420,404,,,,,,,,,,,,,,,,,,,,,,176,60,420,404
52,20,204,12,,,,,,,,,,,,,,,,,,,,,,52,20,204,12
332,88,632,244,,,,,,,,,,,,,,,,,,,,,,332,88,632,244
140,52,288,56,,,,,,,,,,,,,,,,,,,,,,140,52,288,56
408,88,612,224,,,,,,,,,,,,,,,,,,,,,,408,88,612,224
88,40,252,36,,,,,,,,,,,,,,,,,,,,,,88,40,252,36
156,60,236,260,,,,,,,,,,,,,,,,,,,,,,156,60,236,260
52,16,176,4,,,,,,,,,,,,,,,,,,,,,,52,16,176,4
276,76,568,164,,,,,,,,,,,,,,,,,,,,,,276,76,568,164
112,44,292,28,,,,,,,,,,,,,,,,,,,,,,112,44,292,28
56,24,248,36,,,,,,,,,,,,,,,,,,,,,,56,24,248,36
88,36,236,32,,,,,,,,,,,,,,,,,,,,,,88,36,236,32
340,80,596,212,,,,,,,,,,,,,,,,,,,,,,340,80,596,212
96,40,224,20,,,,,,,,,,,,,,,,,,,,,,96,40,224,20
268,68,552,200,,,,,,,,,,,,,,,,,,,,,,268,68,552,200
216,68,264,240,,,,,,,,,,,,,,,,,,,,,,216,68,264,240
368,80,604,196,,,,,,,,,,,,,,,,,,,,,,368,80,604,196
396,88,660,224,,,,,,,,,,,,,,,,,,,,,,396,88,660,224
44,8,180,12,,,,,,,,,,,,,,,,,,,,,,44,8,180,12
204,68,272,296,,,,,,,,,,,,,,,,,,,,,,204,68,272,296
64,28,200,16,,,,,,,,,,,,,,,,,,,,,,64,28,200,16
48,16,140,24,,,,,,,,,,,,,,,,,,,,,,48,16,140,24
336,84,616,160,,,,,,,,,,,,,,,,,,,,,,336,84,616,160
328,80,548,184,,,,,,,,,,,,,,,,,,,,,,328,80,548,184
360,80,576,192,,,,,,,,,,,,,,,,,,,,,,360,80,576,192
44,16,204,20,,,,,,,,,,,,,,,,,,,,,,44,16,204,20
108,44,284,24,,,,,,,,,,,,,,,,,,,,,,108,44,284,24
300,80,544,184,,,,,,,,,,,,,,,,,,,,,,300,80,544,184
248,68,464,152,,,,,,,,,,,,,,,,,,,,,,248,68,464,152
320,80,540,196,,,,,,,,,,,,,,,,,,,,,,320,80,540,196
44,8,220,16,,,,,,,,,,,,,,,,,,,,,,44,8,220,16
72,32,248,16,,,,,,,,,,,,,,,,,,,,,,72,32,248,16
48,12,152,8,,,,,,,,,,,,,,,,,,,,,,48,12,152,8
164,60,288,296,,,,,,,,,,,,,,,,,,,,,,164,60,288,296
52,16,136,20,,,,,,,,,,,,,,,,,,,,,,52,16,136,20
332,80,648,200,,,,,,,,,,,,,,,,,,,,,,332,80,648,200
332,88,632,224,,,,,,,,,,,,,,,,,,,,,,332,88,632,224
344,80,592,172,,,,,,,,,,,,,,,,,,,,,,344,80,592,172
316,80,568,176,,,,,,,,,,,,,,,,,,,,,,316,80,568,176
424,88,620,244,,,,,,,,,,,,,,,,,,,,,,424,88,620,244
64,28,184,24,,,,,,,,,,,,,,,,,,,,,,64,28,184,24
128,52,256,68,,,,,,,,,,,,,,,,,,,,,,128,52,256,68
204,76,408,324,,,,,,,,,,,,,,,,,,,,,,204,76,408,324
356,80,592,224,,,,,,,,,,,,,,,,,,,,,,356,80,592,224
356,80,584,176,,,,,,,,,,,,,,,,,,,,,,356,80,584,176
44,12,140,12,,,,,,,,,,,,,,,,,,,,,,44,12,140,12
192,64,324,260,,,,,,,,,,,,,,,,,,,,,,192,64,324,260
368,80,612,196,,,,,,,,,,,,,,,,,,,,,,368,80,612,196
48,16,220,28,,,,,,,,,,,,,,,,,,,,,,48,16,220,28
324,88,580,180,,,,,,,,,,,,,,,,,,,,,,324,88,580,180
384,84,600,224,,,,,,,,,,,,,,,,,,,,,,384,84,600,224
348,84,580,176,,,,,,,,,,,,,,,,,,,,,,348,84,580,176
344,80,608,220,,,,,,,,,,,,,,,,,,,,,,344,80,608,220
156,60,264,272,,,,,,,,,,,,,,,,,,,,,,156,60,264,272
44,8,148,16,,,,,,,,,,,,,,,,,,,,,,44,8,148,16
56,20,200,24,,,,,,,,,,,,,,,,,,,,,,56,20,200,24
320,76,552,212,,,,,,,,,,,,,,,,,,,,,,320,76,552,212
52,20,200,12,,,,,,,,,,,,,,,,,,,,,,52,20,200,12
328,80,564,220,,,,,,,,,,,,,,,,,,,,,,328,80,564,220
212,64,340,332,,,,,,,,,,,,,,,,,,,,,,212,64,340,332
272,88,540,148,,,,,,,,,,,,,,,,,,,,,,272,88,540,148
352,80,580,216,,,,,,,,,,,,,,,,,,,,,,352,80,580,216
56,24,236,28,,,,,,,,,,,,,,,,,,,,,,56,24,236,28
180,64,224,208,,,,,,,,,,,,,,,,,,,,,,180,64,224,208
176,60,432,412,,,,,,,,,,,,,,,,,,,,,,176,60,432,412
44,8,164,20,,,,,,,,,,,,,,,,,,,,,,44,8,164,20
124,48,196,32,,,,,,,,,,,,,,,,,,,,,,124,48,196,32
256,72,504,148,,,,,,,,,,,,,,,,,,,,,,256,72,504,148
68,28,228,28,,,,,,,,,,,,,,,,,,,,,,68,28,228,28
48,16,244,16,,,,,,,,,,,,,,,,,,,,,,48,16,244,16
56,20,188,24,,,,,,,,,,,,,,,,,,,,,,56,20,188,24
