Forward Scatter Signal,Forward Scatter Pulse Width Signal,Side Scatter Signal,Side Fluorescence Signal,,,,,,,,,,,,,,,,,,,,,,Forward Scatter Signal,Forward Scatter Pulse Width Signal,Side Scatter Signal,Side Fluorescence Signal
76,32,248,24,,,,,,,,,,,,,,,,,,,,,,76,32,248,24
44,12,164,16,,,,,,,,,,,,,,,,,,,,,,44,12,164,16
336,80,592,172,,,,,,,,,,,,,,,,,,,,,,336,80,592,172
300,76,564,172,,,,,,,,,,,,,,,,,,,,,,300,76,564,172
352,80,568,188,,,,,,,,,,,,,,,,,,,,,,352,80,568,188
52,16,212,36,,,,,,,,,,,,,,,,,,,,,,52,16,212,36
188,64,444,424,,,,,,,,,,,,,,,,,,,,,,188,64,444,424
344,84,652,228,,,,,,,,,,,,,,,,,,,,,,344,84,652,228
96,40,224,28,,,,,,,,,,,,,,,,,,,,,,96,40,224,28
244,76,576,160,,,,,,,,,,,,,,,,,,,,,,244,76,576,160
256,76,580,172,,,,,,,,,,,,,,,,,,,,,,256,76,580,172
100,44,240,40,,,,,,,,,,,,,,,,,,,,,,100,44,240,40
348,80,648,244,,,,,,,,,,,,,,,,,,,,,,348,80,648,244
312,84,552,176,,,,,,,,,,,,,,,,,,,,,,312,84,552,176
76,32,224,16,,,,,,,,,,,,,,,,,,,,,,76,32,224,16
352,80,572,176,,,,,,,,,,,,,,,,,,,,,,352,80,572,176
60,24,232,12,,,,,,,,,,,,,,,,,,,,,,60,24,232,12
340,80,564,196,,,,,,,,,,,,,,,,,,,,,,340,80,564,196
324,80,588,192,,,,,,,,,,,,,,,,,,,,,,324,80,588,192
52,20,188,24,,,,,,,,,,,,,,,,,,,,,,52,20,188,24
44,8,188,12,,,,,,,,,,,,,,,,,,,,,,44,8,188,12
84,36,252,24,,,,,,,,,,,,,,,,,,,,,,84,36,252,24
172,64,308,336,,,,,,,,,,,,,,,,,,,,,,172,64,308,336
356,88,536,188,,,,,,,,,,,,,,,,,,,,,,356,88,536,188
344,132,600,292,,,,,,,,,,,,,,,,,,,,,,344,132,600,292
328,80,568,168,,,,,,,,,,,,,,,,,,,,,,328,80,568,168
52,24,208,16,,,,,,,,,,,,,,,,,,,,,,52,24,208,16
332,80,600,228,,,,,,,,,,,,,,,,,,,,,,332,80,600,228
312,80,576,176,,,,,,,,,,,,,,,,,,,,,,312,80,576,176
60,28,240,12,,,,,,,,,,,,,,,,,,,,,,60,28,240,12
320,80,532,180,,,,,,,,,,,,,,,,,,,,,,320,80,532,180
52,20,192,0,,,,,,,,,,,,,,,,,,,,,,52,20,192,0
188,64,228,188,,,,,,,,,,,,,,,,,,,,,,188,64,228,188
316,80,512,172,,,,,,,,,,,,,,,,,,,,,,316,80,512,172
44,8,124,16,,,,,,,,,,,,,,,,,,,,,,44,8,124,16
356,84,640,228,,,,,,,,,,,,,,,,,,,,,,356,84,640,228
360,80,620,232,,,,,,,,,,,,,,,,,,,,,,360,80,620,232
280,80,536,216,,,,,,,,,,,,,,,,,,,,,,280,80,536,216
304,84,580,168,,,,,,,,,,,,,,,,,,,,,,304,84,580,168
176,60,260,252,,,,,,,,,,,,,,,,,,,,,,176,60,260,252
48,16,248,8,,,,,,,,,,,,,,,,,,,,,,48,16,248,8
348,80,604,164,,,,,,,,,,,,,,,,,,,,,,348,80,604,164
68,28,236,16,,,,,,,,,,,,,,,,,,,,,,68,28,236,16
44,8,180,8,,,,,,,,,,,,,,,,,,,,,,44,8,180,8
316,80,612,192,,,,,,,,,,,,,,,,,,,,,,316,80,612,192
44,8,204,28,,,,,,,,,,,,,,,,,,,,,,44,8,204,28
56,24,196,12,,,,,,,,,,,,,,,,,,,,,,56,24,196,12
172,60,308,232,,,,,,,,,,,,,,,,,,,,,,172,60,308,232
284,76,600,208,,,,,,,,,,,,,,,,,,,,,,284,76,600,208
340,84,644,232,,,,,,,,,,,,,,,,,,,,,,340,84,644,232
116,48,224,44,,,,,,,,,,,,,,,,,,,,,,116,48,224,44
340,88,588,172,,,,,,,,,,,,,,,,,,,,,,340,88,588,172
324,80,528,140,,,,,,,,,,,,,,,,,,,,,,324,80,528,140
88,36,276,20,,,,,,,,,,,,,,,,,,,,,,88,36,276,20
368,80,556,204,,,,,,,,,,,,,,,,,,,,,,368,80,556,204
308,88,612,180,,,,,,,,,,,,,,,,,,,,,,308,88,612,180
56,28,168,20,,,,,,,,,,,,,,,,,,,,,,56,28,168,20
324,80,560,168,,,,,,,,,,,,,,,,,,,,,,324,80,560,168
168,68,440,412,,,,,,,,,,,,,,,,,,,,,,168,68,440,412
68,32,224,20,,,,,,,,,,,,,,,,,,,,,,68,32,224,20
48,16,144,8,,,,,,,,,,,,,,,,,,,,,,48,16,144,8
88,36,240,16,,,,,,,,,,,,,,,,,,,,,,88,36,240,16
304,80,560,160,,,,,,,,,,,,,,,,,,,,,,304,80,560,160
76,32,252,36,,,,,,,,,,,,,,,,,,,,,,76,32,252,36
44,8,196,8,,,,,,,,,,,,,,,,,,,,,,44,8,196,8
244,68,544,168,,,,,,,,,,,,,,,,,,,,,,244,68,544,168
156,60,468,452,,,,,,,,,,,,,,,,,,,,,,156,60,468,452
236,76,568,164,,,,,,,,,,,,,,,,,,,,,,236,76,568,164
340,84,560,220,,,,,,,,,,,,,,,,,,,,,,340,84,560,220
280,80,616,196,,,,,,,,,,,,,,,,,,,,,,280,80,616,196
428,88,604,220,,,,,,,,,,,,,,,,,,,,,,428,88,604,220
260,76,620,212,,,,,,,,,,,,,,,,,,,,,,260,76,620,212
192,60,260,248,,,,,,,,,,,,,,,,,,,,,,192,60,260,248
56,24,180,24,,,,,,,,,,,,,,,,,,,,,,56,24,180,24
44,8,196,24,,,,,,,,,,,,,,,,,,,,,,44,8,196,24
336,88,628,220,,,,,,,,,,,,,,,,,,,,,,336,88,628,220
332,80,588,204,,,,,,,,,,,,,,,,,,,,,,332,80,588,204
308,80,540,216,,,,,,,,,,,,,,,,,,,,,,308,80,540,216
68,28,168,36,,,,,,,,,,,,,,,,,,,,,,68,28,168,36
304,80,576,188,,,,,,,,,,,,,,,,,,,,,,304,80,576,188
240,72,484,148,,,,,,,,,,,,,,,,,,,,,,240,72,484,148
296,72,544,200,,,,,,,,,,,,,,,,,,,,,,296,72,544,200
180,64,188,184,,,,,,,,,,,,,,,,,,,,,,180,64,188,184
204,68,252,224,,,,,,,,,,,,,,,,,,,,,,204,68,252,224
300,80,584,196,,,,,,,,,,,,,,,,,,,,,,300,80,584,196
44,12,200,4,,,,,,,,,,,,,,,,,,,,,,44,12,200,4
184,64,292,252,,,,,,,,,,,,,,,,,,,,,,184,64,292,252
68,32,268,12,,,,,,,,,,,,,,,,,,,,,,68,32,268,12
224,76,464,164,,,,,,,,,,,,,,,,,,,,,,224,76,464,164
60,24,204,16,,,,,,,,,,,,,,,,,,,,,,60,24,204,16
316,88,568,192,,,,,,,,,,,,,,,,,,,,,,316,88,568,192
48,16,180,24,,,,,,,,,,,,,,,,,,,,,,48,16,180,24
76,32,232,48,,,,,,,,,,,,,,,,,,,,,,76,32,232,48
364,80,592,208,,,,,,,,,,,,,,,,,,,,,,364,80,592,208
48,20,212,28,,,,,,,,,,,,,,,,,,,,,,48,20,212,28
308,80,552,160,,,,,,,,,,,,,,,,,,,,,,308,80,552,160
96,40,296,20,,,,,,,,,,,,,,,,,,,,,,96,40,296,20
60,24,172,20,,,,,,,,,,,,,,,,,,,,,,60,24,172,20
140,52,264,36,,,,,,,,,,,,,,,,,,,,,,140,52,264,36
52,20,200,32,,,,,,,,,,,,,,,,,,,,,,52,20,200,32
116,48,240,48,,,,,,,,,,,,,,,,,,,,,,116,48,240,48
48,16,176,12,,,,,,,,,,,,,,,,,,,,,,48,16,176,12
44,12,180,12,,,,,,,,,,,,,,,,,,,,,,44,12,180,12
56,20,148,12,,,,,,,,,,,,,,,,,,,,,,56,20,148,12
224,68,464,180,,,,,,,,,,,,,,,,,,,,,,224,68,464,180
60,24,188,8,,,,,,,,,,,,,,,,,,,,,,60,24,188,8
284,76,616,208,,,,,,,,,,,,,,,,,,,,,,284,76,616,208
288,76,580,200,,,,,,,,,,,,,,,,,,,,,,288,76,580,200
76,32,240,12,,,,,,,,,,,,,,,,,,,,,,76,32,240,12
232,68,292,208,,,,,,,,,,,,,,,,,,,,,,232,68,292,208
60,24,228,12,,,,,,,,,,,,,,,,,,,,,,60,24,228,12
88,40,256,28,,,,,,,,,,,,,,,,,,,,,,88,40,256,28
328,76,540,188,,,,,,,,,,,,,,,,,,,,,,328,76,540,188
196,64,280,240,,,,,,,,,,,,,,,,,,,,,,196,64,280,240
60,24,240,24,,,,,,,,,,,,,,,,,,,,,,60,24,240,24
424,84,544,180,,,,,,,,,,,,,,,,,,,,,,424,84,544,180
88,36,232,24,,,,,,,,,,,,,,,,,,,,,,88,36,232,24
72,32,268,20,,,,,,,,,,,,,,,,,,,,,,72,32,268,20
92,40,228,36,,,,,,,,,,,,,,,,,,,,,,92,40,228,36
44,20,96,0,,,,,,,,,,,,,,,,,,,,,,44,20,96,0
284,80,596,176,,,,,,,,,,,,,,,,,,,,,,284,80,596,176
272,80,568,144,,,,,,,,,,,,,,,,,,,,,,272,80,568,144
284,72,512,164,,,,,,,,,,,,,,,,,,,,,,284,72,512,164
372,80,608,204,,,,,,,,,,,,,,,,,,,,,,372,80,608,204
56,20,168,16,,,,,,,,,,,,,,,,,,,,,,56,20,168,16
168,60,332,348,,,,,,,,,,,,,,,,,,,,,,168,60,332,348
84,40,252,32,,,,,,,,,,,,,,,,,,,,,,84,40,252,32
268,80,572,204,,,,,,,,,,,,,,,,,,,,,,268,80,572,204
308,84,648,224,,,,,,,,,,,,,,,,,,,,,,308,84,648,224
200,64,272,60,,,,,,,,,,,,,,,,,,,,,,200,64,272,60
244,80,480,308,,,,,,,,,,,,,,,,,,,,,,244,80,480,308
292,76,556,168,,,,,,,,,,,,,,,,,,,,,,292,76,556,168
328,80,540,168,,,,,,,,,,,,,,,,,,,,,,328,80,540,168
320,76,600,192,,,,,,,,,,,,,,,,,,,,,,320,76,600,192
404,88,576,180,,,,,,,,,,,,,,,,,,,,,,404,88,576,180
228,68,300,336,,,,,,,,,,,,,,,,,,,,,,228,68,300,336
368,84,592,212,,,,,,,,,,,,,,,,,,,,,,368,84,592,212
52,20,160,16,,,,,,,,,,,,,,,,,,,,,,52,20,160,16
248,76,572,176,,,,,,,,,,,,,,,,,,,,,,248,76,572,176
72,32,220,20,,,,,,,,,,,,,,,,,,,,,,72,32,220,20
44,12,208,16,,,,,,,,,,,,,,,,,,,,,,44,12,208,16
332,76,516,164,,,,,,,,,,,,,,,,,,,,,,332,76,516,164
268,72,536,168,,,,,,,,,,,,,,,,,,,,,,268,72,536,168
292,76,536,220,,,,,,,,,,,,,,,,,,,,,,292,76,536,220
280,72,628,188,,,,,,,,,,,,,,,,,,,,,,280,72,628,188
192,68,452,456,,,,,,,,,,,,,,,,,,,,,,192,68,452,456
216,72,556,156,,,,,,,,,,,,,,,,,,,,,,216,72,556,156
332,76,760,132,,,,,,,,,,,,,,,,,,,,,,332,76,760,132
280,76,584,220,,,,,,,,,,,,,,,,,,,,,,280,76,584,220
396,88,604,216,,,,,,,,,,,,,,,,,,,,,,396,88,604,216
304,76,588,208,,,,,,,,,,,,,,,,,,,,,,304,76,588,208
288,76,528,148,,,,,,,,,,,,,,,,,,,,,,288,76,528,148
412,84,528,176,,,,,,,,,,,,,,,,,,,,,,412,84,528,176
292,80,604,228,,,,,,,,,,,,,,,,,,,,,,292,80,604,228
304,80,568,176,,,,,,,,,,,,,,,,,,,,,,304,80,568,176
288,76,552,156,,,,,,,,,,,,,,,,,,,,,,288,76,552,156
320,80,568,228,,,,,,,,,,,,,,,,,,,,,,320,80,568,228
380,84,612,240,,,,,,,,,,,,,,,,,,,,,,380,84,612,240
396,92,508,184,,,,,,,,,,,,,,,,,,,,,,396,92,508,184
344,84,576,192,,,,,,,,,,,,,,,,,,,,,,344,84,576,192
92,40,264,32,,,,,,,,,,,,,,,,,,,,,,92,40,264,32
168,60,248,208,,,,,,,,,,,,,,,,,,,,,,168,60,248,208
92,40,300,40,,,,,,,,,,,,,,,,,,,,,,92,40,300,40
212,68,336,360,,,,,,,,,,,,,,,,,,,,,,212,68,336,360
320,76,576,200,,,,,,,,,,,,,,,,,,,,,,320,76,576,200
376,84,580,176,,,,,,,,,,,,,,,,,,,,,,376,84,580,176
44,8,160,12,,,,,,,,,,,,,,,,,,,,,,44,8,160,12
352,84,616,208,,,,,,,,,,,,,,,,,,,,,,352,84,616,208
96,40,256,40,,,,,,,,,,,,,,,,,,,,,,96,40,256,40
304,76,588,180,,,,,,,,,,,,,,,,,,,,,,304,76,588,180
352,80,560,188,,,,,,,,,,,,,,,,,,,,,,352,80,560,188
308,100,532,152,,,,,,,,,,,,,,,,,,,,,,308,100,532,152
360,88,644,188,,,,,,,,,,,,,,,,,,,,,,360,88,644,188
80,32,264,20,,,,,,,,,,,,,,,,,,,,,,80,32,264,20
424,88,680,256,,,,,,,,,,,,,,,,,,,,,,424,88,680,256
44,12,164,20,,,,,,,,,,,,,,,,,,,,,,44,12,164,20
200,64,252,268,,,,,,,,,,,,,,,,,,,,,,200,64,252,268
340,80,576,224,,,,,,,,,,,,,,,,,,,,,,340,80,576,224
348,80,572,232,,,,,,,,,,,,,,,,,,,,,,348,80,572,232
332,80,588,192,,,,,,,,,,,,,,,,,,,,,,332,80,588,192
48,16,168,12,,,,,,,,,,,,,,,,,,,,,,48,16,168,12
312,80,632,208,,,,,,,,,,,,,,,,,,,,,,312,80,632,208
316,88,596,212,,,,,,,,,,,,,,,,,,,,,,316,88,596,212
272,80,596,200,,,,,,,,,,,,,,,,,,,,,,272,80,596,200
320,84,532,144,,,,,,,,,,,,,,,,,,,,,,320,84,532,144
208,68,532,168,,,,,,,,,,,,,,,,,,,,,,208,68,532,168
256,72,520,176,,,,,,,,,,,,,,,,,,,,,,256,72,520,176
312,80,568,176,,,,,,,,,,,,,,,,,,,,,,312,80,568,176
320,76,532,168,,,,,,,,,,,,,,,,,,,,,,320,76,532,168
276,76,532,204,,,,,,,,,,,,,,,,,,,,,,276,76,532,204
300,76,580,204,,,,,,,,,,,,,,,,,,,,,,300,76,580,204
292,80,540,156,,,,,,,,,,,,,,,,,,,,,,292,80,540,156
176,64,408,424,,,,,,,,,,,,,,,,,,,,,,176,64,408,424
356,84,628,180,,,,,,,,,,,,,,,,,,,,,,356,84,628,180
388,84,616,220,,,,,,,,,,,,,,,,,,,,,,388,84,616,220
48,16,192,12,,,,,,,,,,,,,,,,,,,,,,48,16,192,12
44,8,192,16,,,,,,,,,,,,,,,,,,,,,,44,8,192,16
220,80,436,388,,,,,,,,,,,,,,,,,,,,,,220,80,436,388
152,64,296,332,,,,,,,,,,,,,,,,,,,,,,152,64,296,332
324,76,540,164,,,,,,,,,,,,,,,,,,,,,,324,76,540,164
252,80,508,140,,,,,,,,,,,,,,,,,,,,,,252,80,508,140
344,76,596,200,,,,,,,,,,,,,,,,,,,,,,344,76,596,200
44,12,152,28,,,,,,,,,,,,,,,,,,,,,,44,12,152,28
48,16,156,16,,,,,,,,,,,,,,,,,,,,,,48,16,156,16
44,12,124,20,,,,,,,,,,,,,,,,,,,,,,44,12,124,20
388,80,564,200,,,,,,,,,,,,,,,,,,,,,,388,80,564,200
384,88,648,256,,,,,,,,,,,,,,,,,,,,,,384,88,648,256
212,64,284,248,,,,,,,,,,,,,,,,,,,,,,212,64,284,248
68,28,244,16,,,,,,,,,,,,,,,,,,,,,,68,28,244,16
188,64,340,372,,,,,,,,,,,,,,,,,,,,,,188,64,340,372
52,20,188,12,,,,,,,,,,,,,,,,,,,,,,52,20,188,12
64,28,156,16,,,,,,,,,,,,,,,,,,,,,,64,28,156,16
88,40,252,28,,,,,,,,,,,,,,,,,,,,,,88,40,252,28
232,80,404,352,,,,,,,,,,,,,,,,,,,,,,232,80,404,352
44,12,160,16,,,,,,,,,,,,,,,,,,,,,,44,12,160,16
308,76,540,172,,,,,,,,,,,,,,,,,,,,,,308,76,540,172
56,20,192,24,,,,,,,,,,,,,,,,,,,,,,56,20,192,24
52,20,252,40,,,,,,,,,,,,,,,,,,,,,,52,20,252,40
372,84,632,216,,,,,,,,,,,,,,,,,,,,,,372,84,632,216
80,36,196,16,,,,,,,,,,,,,,,,,,,,,,80,36,196,16
216,72,428,272,,,,,,,,,,,,,,,,,,,,,,216,72,428,272
44,8,128,8,,,,,,,,,,,,,,,,,,,,,,44,8,128,8
300,72,496,176,,,,,,,,,,,,,,,,,,,,,,300,72,496,176
160,60,288,252,,,,,,,,,,,,,,,,,,,,,,160,60,288,252
328,88,580,168,,,,,,,,,,,,,,,,,,,,,,328,88,580,168
196,64,252,216,,,,,,,,,,,,,,,,,,,,,,196,64,252,216
44,16,116,20,,,,,,,,,,,,,,,,,,,,,,44,16,116,20
200,76,460,428,,,,,,,,,,,,,,,,,,,,,,200,76,460,428
188,68,472,248,,,,,,,,,,,,,,,,,,,,,,188,68,472,248
304,80,656,248,,,,,,,,,,,,,,,,,,,,,,304,80,656,248
328,80,592,220,,,,,,,,,,,,,,,,,,,,,,328,80,592,220
52,16,156,4,,,,,,,,,,,,,,,,,,,,,,52,16,156,4
48,16,152,44,,,,,,,,,,,,,,,,,,,,,,48,16,152,44
264,80,572,188,,,,,,,,,,,,,,,,,,,,,,264,80,572,188
376,84,588,216,,,,,,,,,,,,,,,,,,,,,,376,84,588,216
72,40,212,24,,,,,,,,,,,,,,,,,,,,,,72,40,212,24
44,8,176,12,,,,,,,,,,,,,,,,,,,,,,44,8,176,12
380,84,624,200,,,,,,,,,,,,,,,,,,,,,,380,84,624,200
288,72,560,168,,,,,,,,,,,,,,,,,,,,,,288,72,560,168
48,16,216,20,,,,,,,,,,,,,,,,,,,,,,48,16,216,20
72,32,224,12,,,,,,,,,,,,,,,,,,,,,,72,32,224,12
284,76,572,204,,,,,,,,,,,,,,,,,,,,,,284,76,572,204
148,56,304,284,,,,,,,,,,,,,,,,,,,,,,148,56,304,284
212,68,272,256,,,,,,,,,,,,,,,,,,,,,,212,68,272,256
412,116,664,344,,,,,,,,,,,,,,,,,,,,,,412,116,664,344
56,24,256,16,,,,,,,,,,,,,,,,,,,,,,56,24,256,16
52,20,192,24,,,,,,,,,,,,,,,,,,,,,,52,20,192,24
160,76,452,372,,,,,,,,,,,,,,,,,,,,,,160,76,452,372
316,76,560,216,,,,,,,,,,,,,,,,,,,,,,316,76,560,216
304,76,552,172,,,,,,,,,,,,,,,,,,,,,,304,76,552,172
48,16,204,20,,,,,,,,,,,,,,,,,,,,,,48,16,204,20
260,72,536,184,,,,,,,,,,,,,,,,,,,,,,260,72,536,184
224,76,416,400,,,,,,,,,,,,,,,,,,,,,,224,76,416,400
356,84,608,244,,,,,,,,,,,,,,,,,,,,,,356,84,608,244
300,72,560,188,,,,,,,,,,,,,,,,,,,,,,300,72,560,188
340,84,572,232,,,,,,,,,,,,,,,,,,,,,,340,84,572,232
312,76,540,184,,,,,,,,,,,,,,,,,,,,,,312,76,540,184
200,64,264,228,,,,,,,,,,,,,,,,,,,,,,200,64,264,228
76,32,200,20,,,,,,,,,,,,,,,,,,,,,,76,32,200,20
60,24,196,20,,,,,,,,,,,,,,,,,,,,,,60,24,196,20
332,80,572,180,,,,,,,,,,,,,,,,,,,,,,332,80,572,180
44,8,196,12,,,,,,,,,,,,,,,,,,,,,,44,8,196,12
48,12,184,16,,,,,,,,,,,,,,,,,,,,,,48,12,184,16
168,60,268,228,,,,,,,,,,,,,,,,,,,,,,168,60,268,228
60,24,164,16,,,,,,,,,,,,,,,,,,,,,,60,24,164,16
76,36,184,16,,,,,,,,,,,,,,,,,,,,,,76,36,184,16
316,80,576,168,,,,,,,,,,,,,,,,,,,,,,316,80,576,168
396,84,584,212,,,,,,,,,,,,,,,,,,,,,,396,84,584,212
276,68,524,156,,,,,,,,,,,,,,,,,,,,,,276,68,524,156
124,48,328,36,,,,,,,,,,,,,,,,,,,,,,124,48,328,36
288,76,632,204,,,,,,,,,,,,,,,,,,,,,,288,76,632,204
48,20,192,12,,,,,,,,,,,,,,,,,,,,,,48,20,192,12
228,72,544,144,,,,,,,,,,,,,,,,,,,,,,228,72,544,144
56,24,148,12,,,,,,,,,,,,,,,,,,,,,,56,24,148,12
292,80,512,172,,,,,,,,,,,,,,,,,,,,,,292,80,512,172
80,32,260,28,,,,,,,,,,,,,,,,,,,,,,80,32,260,28
340,80,536,200,,,,,,,,,,,,,,,,,,,,,,340,80,536,200
392,80,632,224,,,,,,,,,,,,,,,,,,,,,,392,80,632,224
368,80,536,212,,,,,,,,,,,,,,,,,,,,,,368,80,536,212
280,76,520,180,,,,,,,,,,,,,,,,,,,,,,280,76,520,180
280,72,532,180,,,,,,,,,,,,,,,,,,,,,,280,72,532,180
68,28,260,20,,,,,,,,,,,,,,,,,,,,,,68,28,260,20
64,28,228,12,,,,,,,,,,,,,,,,,,,,,,64,28,228,12
352,84,588,220,,,,,,,,,,,,,,,,,,,,,,352,84,588,220
152,56,324,312,,,,,,,,,,,,,,,,,,,,,,152,56,324,312
288,76,532,184,,,,,,,,,,,,,,,,,,,,,,288,76,532,184
404,88,612,228,,,,,,,,,,,,,,,,,,,,,,404,88,612,228
208,64,260,256,,,,,,,,,,,,,,,,,,,,,,208,64,260,256
52,20,168,16,,,,,,,,,,,,,,,,,,,,,,52,20,168,16
108,48,264,48,,,,,,,,,,,,,,,,,,,,,,108,48,264,48
44,12,160,12,,,,,,,,,,,,,,,,,,,,,,44,12,160,12
108,44,264,28,,,,,,,,,,,,,,,,,,,,,,108,44,264,28
52,20,196,12,,,,,,,,,,,,,,,,,,,,,,52,20,196,12
72,32,144,20,,,,,,,,,,,,,,,,,,,,,,72,32,144,20
328,84,528,180,,,,,,,,,,,,,,,,,,,,,,328,84,528,180
44,12,216,16,,,,,,,,,,,,,,,,,,,,,,44,12,216,16
44,16,176,20,,,,,,,,,,,,,,,,,,,,,,44,16,176,20
88,36,240,28,,,,,,,,,,,,,,,,,,,,,,88,36,240,28
276,76,560,152,,,,,,,,,,,,,,,,,,,,,,276,76,560,152
56,28,160,16,,,,,,,,,,,,,,,,,,,,,,56,28,160,16
60,28,188,12,,,,,,,,,,,,,,,,,,,,,,60,28,188,12
276,72,548,212,,,,,,,,,,,,,,,,,,,,,,276,72,548,212
232,68,340,72,,,,,,,,,,,,,,,,,,,,,,232,68,340,72
356,84,648,236,,,,,,,,,,,,,,,,,,,,,,356,84,648,236
272,80,556,200,,,,,,,,,,,,,,,,,,,,,,272,80,556,200
196,64,260,304,,,,,,,,,,,,,,,,,,,,,,196,64,260,304
172,60,276,264,,,,,,,,,,,,,,,,,,,,,,172,60,276,264
56,24,164,16,,,,,,,,,,,,,,,,,,,,,,56,24,164,16
372,80,572,188,,,,,,,,,,,,,,,,,,,,,,372,80,572,188
64,44,436,4,,,,,,,,,,,,,,,,,,,,,,64,44,436,4
312,80,568,220,,,,,,,,,,,,,,,,,,,,,,312,80,568,220
320,84,568,156,,,,,,,,,,,,,,,,,,,,,,320,84,568,156
276,72,532,168,,,,,,,,,,,,,,,,,,,,,,276,72,532,168
320,80,576,208,,,,,,,,,,,,,,,,,,,,,,320,80,576,208
344,80,524,160,,,,,,,,,,,,,,,,,,,,,,344,80,524,160
308,80,596,188,,,,,,,,,,,,,,,,,,,,,,308,80,596,188
212,64,348,372,,,,,,,,,,,,,,,,,,,,,,212,64,348,372
308,80,540,168,,,,,,,,,,,,,,,,,,,,,,308,80,540,168
244,68,556,156,,,,,,,,,,,,,,,,,,,,,,244,68,556,156
332,92,632,160,,,,,,,,,,,,,,,,,,,,,,332,92,632,160
52,20,208,16,,,,,,,,,,,,,,,,,,,,,,52,20,208,16
80,36,220,32,,,,,,,,,,,,,,,,,,,,,,80,36,220,32
428,92,588,200,,,,,,,,,,,,,,,,,,,,,,428,92,588,200
216,76,420,336,,,,,,,,,,,,,,,,,,,,,,216,76,420,336
88,36,236,28,,,,,,,,,,,,,,,,,,,,,,88,36,236,28
68,32,240,20,,,,,,,,,,,,,,,,,,,,,,68,32,240,20
300,80,628,208,,,,,,,,,,,,,,,,,,,,,,300,80,628,208
344,80,580,184,,,,,,,,,,,,,,,,,,,,,,344,80,580,184
300,76,584,232,,,,,,,,,,,,,,,,,,,,,,300,76,584,232
304,76,608,204,,,,,,,,,,,,,,,,,,,,,,304,76,608,204
52,20,196,12,,,,,,,,,,,,,,,,,,,,,,52,20,196,12
88,40,236,32,,,,,,,,,,,,,,,,,,,,,,88,40,236,32
316,80,580,168,,,,,,,,,,,,,,,,,,,,,,316,80,580,168
52,16,184,12,,,,,,,,,,,,,,,,,,,,,,52,16,184,12
220,68,496,156,,,,,,,,,,,,,,,,,,,,,,220,68,496,156
304,72,504,164,,,,,,,,,,,,,,,,,,,,,,304,72,504,164
272,76,568,140,,,,,,,,,,,,,,,,,,,,,,272,76,568,140
248,76,560,216,,,,,,,,,,,,,,,,,,,,,,248,76,560,216
172,60,208,228,,,,,,,,,,,,,,,,,,,,,,172,60,208,228
48,16,248,20,,,,,,,,,,,,,,,,,,,,,,48,16,248,20
56,20,236,16,,,,,,,,,,,,,,,,,,,,,,56,20,236,16
68,28,192,32,,,,,,,,,,,,,,,,,,,,,,68,28,192,32
180,60,272,276,,,,,,,,,,,,,,,,,,,,,,180,60,272,276
48,16,176,4,,,,,,,,,,,,,,,,,,,,,,48,16,176,4
348,92,556,192,,,,,,,,,,,,,,,,,,,,,,348,92,556,192
284,80,552,164,,,,,,,,,,,,,,,,,,,,,,284,80,552,164
368,76,596,196,,,,,,,,,,,,,,,,,,,,,,368,76,596,196
164,60,292,252,,,,,,,,,,,,,,,,,,,,,,164,60,292,252
268,84,568,180,,,,,,,,,,,,,,,,,,,,,,268,84,568,180
104,44,252,28,,,,,,,,,,,,,,,,,,,,,,104,44,252,28
44,8,228,12,,,,,,,,,,,,,,,,,,,,,,44,8,228,12
64,24,220,20,,,,,,,,,,,,,,,,,,,,,,64,24,220,20
352,84,628,184,,,,,,,,,,,,,,,,,,,,,,352,84,628,184
296,76,532,148,,,,,,,,,,,,,,,,,,,,,,296,76,532,148
88,40,308,36,,,,,,,,,,,,,,,,,,,,,,88,40,308,36
264,80,592,152,,,,,,,,,,,,,,,,,,,,,,264,80,592,152
60,24,192,28,,,,,,,,,,,,,,,,,,,,,,60,24,192,28
276,84,636,188,,,,,,,,,,,,,,,,,,,,,,276,84,636,188
324,76,512,156,,,,,,,,,,,,,,,,,,,,,,324,76,512,156
152,56,232,180,,,,,,,,,,,,,,,,,,,,,,152,56,232,180
328,80,624,208,,,,,,,,,,,,,,,,,,,,,,328,80,624,208
320,76,540,200,,,,,,,,,,,,,,,,,,,,,,320,76,540,200
348,84,584,208,,,,,,,,,,,,,,,,,,,,,,348,84,584,208
352,84,608,192,,,,,,,,,,,,,,,,,,,,,,352,84,608,192
92,36,200,44,,,,,,,,,,,,,,,,,,,,,,92,36,200,44
368,84,760,120,,,,,,,,,,,,,,,,,,,,,,368,84,760,120
316,88,608,188,,,,,,,,,,,,,,,,,,,,,,316,88,608,188
252,72,544,184,,,,,,,,,,,,,,,,,,,,,,252,72,544,184
72,32,216,24,,,,,,,,,,,,,,,,,,,,,,72,32,216,24
408,88,692,244,,,,,,,,,,,,,,,,,,,,,,408,88,692,244
356,80,544,204,,,,,,,,,,,,,,,,,,,,,,356,80,544,204
168,60,224,192,,,,,,,,,,,,,,,,,,,,,,168,60,224,192
76,32,228,24,,,,,,,,,,,,,,,,,,,,,,76,32,228,24
324,76,556,168,,,,,,,,,,,,,,,,,,,,,,324,76,556,168
212,76,292,216,,,,,,,,,,,,,,,,,,,,,,212,76,292,216
